35,1,5.5,0.36,0.5,1.4,0.4,1.1,1,0.1,0.1,0.7,0.1,0.6,0.2,0.1,0,0.1,0.6,1.5,20,15,7.7,0.091
2,0,3.5,0.33,0.5,1.5,0,0,0,0,0,1.5,0.5,1,1,0,0,0,1,1,2,0,16.6,0.168
53,46,26.1,0.43,3.6,8.3,0.6,1.7,0.73,1.7,2.3,2.6,0.4,2.2,4.2,0.8,0,1.7,1.6,9.4,14,39,12.6,0.038
59,19,24.4,0.38,3.3,8.7,1.3,4,0.83,0.8,1,3,0.3,2.7,1.3,0.4,0.2,1.1,2.7,8.8,9,50,7.9,-0.013
66,49,25,0.42,3.3,7.9,0.1,0.3,0.84,1.8,2.2,5.2,1.6,3.6,0.8,0.5,0.8,1.4,2.3,8.6,24,42,11.3,0.022
42,0,16.9,0.62,3.2,5.2,0,0,0.66,1.7,2.6,4.9,2.3,2.6,0.5,0.4,0.2,0.6,2.3,8.1,32,10,21.4,0.251
17,7,26.5,0.44,3,6.9,0.2,0.4,0.78,1.9,2.4,3.4,0.5,2.9,7.5,1,0.2,2.1,1.5,8.1,2,15,16.2,0.077
57,2,19,0.4,2.7,6.7,0.1,0.3,0.81,2.2,2.7,2.3,0.6,1.7,2.8,0.9,0.1,1.4,2,7.6,41,16,13.8,0.09
75,2,15.4,0.44,2.8,6.4,0.5,1.3,0.82,1.3,1.7,1.5,0.3,1.2,0.8,0.5,0.1,1.3,1.7,7.5,36,39,11.6,0.017
35,16,19.6,0.44,3,6.9,0.3,0.9,0.63,1,1.5,3.6,1.1,2.5,0.9,0.4,0.5,0.8,2.4,7.3,8,27,11.7,0.038
79,35,22.8,0.37,2.3,6.2,0.1,0.5,0.8,1.1,1.4,3.7,1,2.7,1.4,1,0.3,1.1,2.4,5.8,21,58,8.3,-0.005
73,14,19,0.47,2.2,4.8,0.1,0.6,0.74,1.2,1.6,3.9,1.7,2.3,1.1,0.8,0.1,0.7,1.8,5.8,29,44,13.6,0.1
73,29,17.5,0.54,2.2,4.2,0,0,0.61,1.1,1.8,4.4,1.6,2.8,0.4,0.4,1.5,1,2.6,5.6,28,45,12.8,0.069
50,0,13.6,0.42,2,4.7,0.2,0.7,0.69,1.4,2.1,2.2,0.5,1.7,1,0.4,0,1.1,0.9,5.6,25,25,11,0.004
16,4,18.9,0.45,2,4.4,0,0,0.59,1.2,2,3.3,1.6,1.7,0.2,0.8,1.4,0.9,2.2,5.2,3,13,11.7,0.041
51,0,11.9,0.41,1.8,4.4,0.7,2.1,0.86,0.8,1,1.1,0.3,0.8,1.7,0.3,0.1,0.9,1.4,5.2,36,15,13.1,0.112
71,8,13.1,0.46,2.1,4.5,0.1,0.3,0.66,0.5,0.8,3.2,1,2.3,0.6,0.2,0.6,0.8,1.8,4.7,33,38,11.6,0.033
69,1,13.6,0.48,1.6,3.2,0,0,0.66,1.4,2.2,3,1.4,1.6,0.4,0.4,0.3,0.9,2.3,4.5,56,13,11.3,0.128
76,1,14.6,0.46,1.9,4.1,0.1,0.2,0.66,0.7,1.1,3,1,2,0.3,0.3,0.7,0.6,1.9,4.5,38,38,10.7,0.067
61,1,10,0.51,1.7,3.3,0,0,0.57,0.9,1.6,2.8,1.1,1.6,0.7,0.3,0.3,0.9,1.9,4.3,23,38,13.9,0.006
56,6,15.4,0.4,1.7,4.2,0.1,0.6,0.79,0.7,0.9,1,0.2,0.8,2,0.5,0,1,1.3,4.2,25,31,7.7,-0.007
26,0,10.3,0.56,1.8,3.2,0,0.1,0.68,0.6,0.8,3.4,1.3,2.1,0.4,0.3,0.4,0.5,1,4.1,5,21,19.6,0.148
